simulation,d,c,p,spectralGapBefore,spectralGapAfter,t,
0,4,1.5,0.02,0.340576680234989,0.3383523266945945,0,
0,4,1.5,0.02,0.34005608239562213,0.33686988054339906,1,
0,4,1.5,0.02,0.33643056859637255,0.3277662162579523,2,
0,4,1.5,0.02,0.3297224682948189,0.3213022714118341,3,
0,4,1.5,0.02,0.3217558443181405,0.31642683257021287,4,
0,4,1.5,0.02,0.31650749939278844,0.3087795686393493,5,
0,4,1.5,0.02,0.3151861560247846,0.30228725212443,6,
0,4,1.5,0.02,0.30430788746017723,0.29938200481729016,7,
0,4,1.5,0.02,0.2953545480179498,0.29030681124173996,8,
0,4,1.5,0.02,0.2930180368102564,0.28742498440336817,9,
0,4,1.5,0.02,0.28799516614038434,0.2795566624413579,10,
0,4,1.5,0.02,0.28128258276189433,0.27392596693515636,11,
0,4,1.5,0.02,0.2757884743864164,0.2696122561693781,12,
0,4,1.5,0.02,0.27054179876943263,0.2644667374022591,13,
0,4,1.5,0.02,0.26644956498618344,0.25748875290157747,14,
0,4,1.5,0.02,0.2587107573655958,0.25455500822915844,15,
0,4,1.5,0.02,0.2621507446102418,0.255175665935757,16,
0,4,1.5,0.02,0.2562269243921934,0.24752636611076606,17,
0,4,1.5,0.02,0.25067317525898847,0.24171031608553817,18,
0,4,1.5,0.02,0.2488249531029345,0.23809814029471543,19,
0,4,1.5,0.02,0.24441180924407713,0.23419988161016025,20,
0,4,1.5,0.02,0.24000259344328345,0.23203336103204486,21,
0,4,1.5,0.02,0.23764465497273446,0.23055930216568243,22,
0,4,1.5,0.02,0.23349975628784336,0.22738788671913912,23,
0,4,1.5,0.02,0.23119154969778832,0.2249044984069123,24,
0,4,1.5,0.02,0.23101624790218367,0.2216995929604828,25,
0,4,1.5,0.02,0.22522487032298488,0.22312677311256546,26,
0,4,1.5,0.02,0.22208167337574491,0.21714747801228707,27,
0,4,1.5,0.02,0.22063793720911706,0.21623030082820893,28,
0,4,1.5,0.02,0.22029373687198794,0.21004277954339945,29,
0,4,1.5,0.02,0.2143350929404858,0.2108850935572073,30,
0,4,1.5,0.02,0.21380768796574412,0.20985185123843064,31,
0,4,1.5,0.02,0.2111870267503616,0.2045665149427912,32,
0,4,1.5,0.02,0.20724882265486877,0.20539905204347708,33,
0,4,1.5,0.02,0.2096894578736439,0.2007347091657109,34,
0,4,1.5,0.02,0.20904914049266754,0.20403304011287104,35,
0,4,1.5,0.02,0.20772223479769714,0.203035428177603,36,
0,4,1.5,0.02,0.20933965915849284,0.2015384862015659,37,
0,4,1.5,0.02,0.20495798096250584,0.19864114944981537,38,
0,4,1.5,0.02,0.20482612299436243,0.1951211964004862,39,
0,4,1.5,0.02,0.2059434270295013,0.19781141570719774,40,
0,4,1.5,0.02,0.20508778554786578,0.20018870457657212,41,
0,4,1.5,0.02,0.20424036098942167,0.19858566127350263,42,
0,4,1.5,0.02,0.20097145010334994,0.1932579522204818,43,
0,4,1.5,0.02,0.20081233353461614,0.19327122048206447,44,
0,4,1.5,0.02,0.19771253554621693,0.1946813158968752,45,
0,4,1.5,0.02,0.20091567158868706,0.19173163919069647,46,
0,4,1.5,0.02,0.19604645009527322,0.1907540931766376,47,
0,4,1.5,0.02,0.19335814950309005,0.18871373207048858,48,
0,4,1.5,0.02,0.19354649435226745,0.18526647810674246,49,
0,4,1.5,0.02,0.1909687014476541,0.1873005661270558,50,
0,4,1.5,0.02,0.19126353058212076,0.18411569724146803,51,
0,4,1.5,0.02,0.1914338260689764,0.1859441276521706,52,
0,4,1.5,0.02,0.19265304953679596,0.1844332333592582,53,
0,4,1.5,0.02,0.19244946474808156,0.18517805425705292,54,
0,4,1.5,0.02,0.19061266997859982,0.1837937785110646,55,
0,4,1.5,0.02,0.19093942474892134,0.18129678843208374,56,
0,4,1.5,0.02,0.18827741720025393,0.18165977524523447,57,
0,4,1.5,0.02,0.18817860265506658,0.18264133886999656,58,
0,4,1.5,0.02,0.19188554363884036,0.18568494981217243,59,
0,4,1.5,0.02,0.1890821231998735,0.18433399869069533,60,
0,4,1.5,0.02,0.1883853379583239,0.18186406450051884,61,
0,4,1.5,0.02,0.1871084169414442,0.181916181977555,62,
0,4,1.5,0.02,0.18601422921063748,0.1796420678332622,63,
0,4,1.5,0.02,0.18311198699716813,0.18065143942336614,64,
0,4,1.5,0.02,0.1871893309139092,0.17741944876528126,65,
0,4,1.5,0.02,0.18611245954392874,0.17880330589804083,66,
0,4,1.5,0.02,0.18692926070113725,0.18154905057709236,67,
0,4,1.5,0.02,0.18910813154235395,0.1794226230035968,68,
0,4,1.5,0.02,0.18458450181902253,0.17906010767528346,69,
0,4,1.5,0.02,0.18596239419301364,0.17864696757966414,70,
0,4,1.5,0.02,0.1864450360890455,0.18110046630721754,71,
0,4,1.5,0.02,0.18535901681966105,0.18188768337432448,72,
0,4,1.5,0.02,0.1883619018537792,0.1790451144024715,73,
0,4,1.5,0.02,0.1871550222245657,0.17810941314725748,74,
0,4,1.5,0.02,0.18329478311255143,0.1784394611422756,75,
0,4,1.5,0.02,0.18267864661235156,0.1793322401804015,76,
0,4,1.5,0.02,0.1825070474699927,0.17801969831266728,77,
0,4,1.5,0.02,0.1824993621451383,0.1771768063766841,78,
0,4,1.5,0.02,0.18431783106851407,0.1743677899436309,79,
0,4,1.5,0.02,0.18087888219999093,0.1734086475460771,80,
0,4,1.5,0.02,0.18330712260176396,0.17687466977832145,81,
0,4,1.5,0.02,0.18226667596409707,0.17402997466328163,82,
0,4,1.5,0.02,0.18190165615161613,0.17483960865909853,83,
0,4,1.5,0.02,0.18463053497854842,0.17859589916319496,84,
0,4,1.5,0.02,0.18095300161727346,0.17483389857949216,85,
0,4,1.5,0.02,0.18380400161214738,0.17788419098304464,86,
0,4,1.5,0.02,0.1831222232347981,0.17255803796207836,87,
0,4,1.5,0.02,0.1802414410964721,0.17319152164935203,88,
0,4,1.5,0.02,0.1758997439853982,0.17224015057993225,89,
0,4,1.5,0.02,0.17898872167345892,0.17567821904522785,90,
0,4,1.5,0.02,0.18198437452698968,0.17532716266209336,91,
0,4,1.5,0.02,0.18167016103265032,0.17290888226459922,92,
0,4,1.5,0.02,0.17896502467663689,0.17314221896939108,93,
0,4,1.5,0.02,0.18012006467176533,0.17454267777042265,94,
0,4,1.5,0.02,0.18079529337665656,0.17072198742074152,95,
0,4,1.5,0.02,0.18189241871330553,0.17570506852249612,96,
0,4,1.5,0.02,0.18217317615522655,0.17809511546803325,97,
0,4,1.5,0.02,0.18534488281292938,0.17931464622318394,98,
0,4,1.5,0.02,0.18275533429601443,0.17743694829187384,99,
0,4,1.5,0.02,0.1830425491762353,0.1781335529152417,100,
1,4,1.5,0.02,0.3484622058260607,0.3398979544175006,0,
1,4,1.5,0.02,0.3393472918719864,0.33240779269760345,1,
1,4,1.5,0.02,0.3332644483394004,0.3267845216408086,2,
1,4,1.5,0.02,0.32881243671357296,0.3215598255097629,3,
1,4,1.5,0.02,0.32064041625275563,0.31696135394372327,4,
1,4,1.5,0.02,0.31780430407191984,0.3078832286348189,5,
1,4,1.5,0.02,0.31074207850840807,0.3047124927840087,6,
1,4,1.5,0.02,0.30754166411747086,0.3034112529440106,7,
1,4,1.5,0.02,0.30176306613712167,0.2975090340676054,8,
1,4,1.5,0.02,0.29656227793688716,0.2896257261451034,9,
1,4,1.5,0.02,0.288344148074568,0.2862513132022174,10,
1,4,1.5,0.02,0.2842400835935136,0.27875241212917823,11,
1,4,1.5,0.02,0.2817118808061996,0.27127263533934676,12,
1,4,1.5,0.02,0.27387088598610476,0.2692078903504306,13,
1,4,1.5,0.02,0.26757513469696237,0.263007768878494,14,
1,4,1.5,0.02,0.26167443534772694,0.2587934238682491,15,
1,4,1.5,0.02,0.2634404029252977,0.25134382593888893,16,
1,4,1.5,0.02,0.2551812574957484,0.2491621311487192,17,
1,4,1.5,0.02,0.2506163287541989,0.24692521339810936,18,
1,4,1.5,0.02,0.24804700248455502,0.23912823339482892,19,
1,4,1.5,0.02,0.24203491809212752,0.23254750567066473,20,
1,4,1.5,0.02,0.23607515362123555,0.22846515384799837,21,
1,4,1.5,0.02,0.23043357991359725,0.22793707081169523,22,
1,4,1.5,0.02,0.22752386182665907,0.222478374674292,23,
1,4,1.5,0.02,0.22830650532728836,0.21981879066595988,24,
1,4,1.5,0.02,0.22302142230146738,0.21819380429844337,25,
1,4,1.5,0.02,0.22293103878835863,0.21418573792598683,26,
1,4,1.5,0.02,0.21920799521244905,0.21541148630054785,27,
1,4,1.5,0.02,0.2195369244391343,0.2111544360566583,28,
1,4,1.5,0.02,0.2187044360147382,0.2112555068184706,29,
1,4,1.5,0.02,0.21680004252216467,0.20936872517552474,30,
1,4,1.5,0.02,0.21268725419802903,0.20400376439016832,31,
1,4,1.5,0.02,0.2108343041570766,0.20529016453876392,32,
1,4,1.5,0.02,0.20941475742055393,0.20250915283381388,33,
1,4,1.5,0.02,0.2083512219404986,0.2028107736910324,34,
1,4,1.5,0.02,0.20429136397547587,0.19644716704234466,35,
1,4,1.5,0.02,0.20317543514707737,0.19938919347656225,36,
1,4,1.5,0.02,0.200757327345642,0.1939654492052948,37,
1,4,1.5,0.02,0.20002353756128843,0.19635930070550844,38,
1,4,1.5,0.02,0.20117146253653584,0.19324825066478357,39,
1,4,1.5,0.02,0.1973101539491665,0.19228204353643752,40,
1,4,1.5,0.02,0.19831130257196805,0.19206416140587446,41,
1,4,1.5,0.02,0.19673091121891173,0.1913415434605551,42,
1,4,1.5,0.02,0.19759373595324548,0.1912821565266588,43,
1,4,1.5,0.02,0.2003354803604931,0.19090959029035837,44,
1,4,1.5,0.02,0.19564004582464567,0.1896965527559813,45,
1,4,1.5,0.02,0.1969189427694551,0.1905140240124341,46,
1,4,1.5,0.02,0.1950084759120312,0.18309067127248912,47,
1,4,1.5,0.02,0.19321555569517235,0.18354548609585963,48,
1,4,1.5,0.02,0.18988793892560307,0.18152953878430922,49,
1,4,1.5,0.02,0.18563953417784917,0.17797313927859626,50,
1,4,1.5,0.02,0.1820304970143164,0.1796967675019121,51,
1,4,1.5,0.02,0.18446847262998767,0.1789144071387324,52,
1,4,1.5,0.02,0.18098940394586494,0.17874589431393617,53,
1,4,1.5,0.02,0.18609006091423708,0.18195463109213894,54,
1,4,1.5,0.02,0.18878499904635526,0.18194566584860372,55,
1,4,1.5,0.02,0.1870441395745308,0.1818495245534243,56,
1,4,1.5,0.02,0.18651521168046914,0.18054238552434798,57,
1,4,1.5,0.02,0.1875398684546421,0.18143852064536092,58,
1,4,1.5,0.02,0.1856181150450703,0.1788709146146108,59,
1,4,1.5,0.02,0.1835607757966159,0.1786436713071634,60,
1,4,1.5,0.02,0.18328603536152133,0.17770038131176358,61,
1,4,1.5,0.02,0.18421118461501496,0.17912476748877992,62,
1,4,1.5,0.02,0.18479915864432017,0.17638469778902,63,
1,4,1.5,0.02,0.18496366558009625,0.17640093743079688,64,
1,4,1.5,0.02,0.1840305519851375,0.17719525394835955,65,
1,4,1.5,0.02,0.18479565599580094,0.1765087792457426,66,
1,4,1.5,0.02,0.18284355442824607,0.17539962702117362,67,
1,4,1.5,0.02,0.1820282454903105,0.1731847162002399,68,
