simulation,d,c,n,target_n,lambda,q,t,converged,SpectralGapBefore,SpectralGapAfter,
0,4,0,8096,16384.0,8192.0,0.5,9,False,0.0,0.0,
0,4,1,8296,16384.0,8192.0,0.5,10,True,0.0,0.0,
0,4,2,8265,16384.0,8192.0,0.5,11,True,0.0,0.0,
0,4,3,8168,16384.0,8192.0,0.5,12,True,0.0,0.0,
0,4,4,8030,16384.0,8192.0,0.5,13,True,0.0,0.0,
0,4,5,8149,16384.0,8192.0,0.5,14,True,0.0,0.0,
0,4,6,8074,16384.0,8192.0,0.5,15,True,0.0,0.0,
0,4,7,8096,16384.0,8192.0,0.5,16,True,0.0,0.0,
0,4,8,8057,16384.0,8192.0,0.5,17,True,0.0,0.0,
0,4,9,8218,16384.0,8192.0,0.5,18,True,0.0,0.0,
0,4,10,8149,16384.0,8192.0,0.5,19,True,0.0,0.0,
0,4,11,8204,16384.0,8192.0,0.5,20,True,0.0,0.0,
0,4,12,8260,16384.0,8192.0,0.5,21,True,0.0,0.0,
0,4,13,8220,16384.0,8192.0,0.5,22,True,0.0,0.0,
0,4,14,8225,16384.0,8192.0,0.5,23,True,0.0,0.0,
0,4,15,8128,16384.0,8192.0,0.5,24,True,0.0,0.0,
0,4,16,8140,16384.0,8192.0,0.5,25,True,0.0,0.0,
0,4,17,8189,16384.0,8192.0,0.5,26,True,0.0,0.0,
0,4,18,8205,16384.0,8192.0,0.5,27,True,0.0,0.0,
0,4,19,8202,16384.0,8192.0,0.5,28,True,0.0,0.0,
0,4,20,8238,16384.0,8192.0,0.5,29,True,0.0,0.0,
0,4,21,8067,16384.0,8192.0,0.5,30,True,0.0,0.0,
0,4,22,8313,16384.0,8192.0,0.5,31,True,0.0,0.0,
0,4,23,8278,16384.0,8192.0,0.5,32,True,0.0,0.0,
0,4,24,8138,16384.0,8192.0,0.5,33,True,0.0,0.0,
0,4,25,8177,16384.0,8192.0,0.5,34,True,0.0,0.0,
0,4,26,8097,16384.0,8192.0,0.5,35,True,0.0,0.0,
0,4,27,8123,16384.0,8192.0,0.5,36,True,0.0,0.0,
0,4,28,8139,16384.0,8192.0,0.5,37,True,0.0,0.0,
0,4,29,8248,16384.0,8192.0,0.5,38,True,0.0,0.0,
0,4,30,8163,16384.0,8192.0,0.5,39,True,0.0,0.0,
