simulation,d,c,t,lambda,beta,n,entering_nodes,exiting_nodes,informed_nodes,uninformed_nodes,percentage_informed,t_flood,process_status,flood_status,initiator,
0,4,1.5,115,25.6,0.05,528,31,14,5,523,0.00946969696969697,1,True,None,5445,
0,4,1.5,116,25.6,0.05,515,17,30,23,492,0.04466019417475728,2,True,None,5445,
0,4,1.5,117,25.6,0.05,522,27,20,81,441,0.15517241379310345,3,True,None,5445,
0,4,1.5,118,25.6,0.05,519,28,31,245,274,0.4720616570327553,4,True,None,5445,
0,4,1.5,119,25.6,0.05,508,22,33,460,48,0.905511811023622,5,True,None,5445,
0,4,1.5,120,25.6,0.05,495,26,39,495,0,1.0,6,True,None,5445,
0,4,1.5,121,25.6,0.05,501,35,29,501,0,1.0,7,True,None,5445,
0,4,1.5,122,25.6,0.05,508,31,24,508,0,1.0,8,True,None,5445,
0,4,1.5,123,25.6,0.05,506,22,24,506,0,1.0,9,True,None,5445,
0,4,1.5,124,25.6,0.05,509,24,21,509,0,1.0,10,True,None,5445,
0,4,1.5,125,25.6,0.05,502,19,26,502,0,1.0,11,True,None,5445,
0,4,1.5,126,25.6,0.05,501,22,23,501,0,1.0,12,True,None,5445,
0,4,1.5,127,25.6,0.05,493,16,24,493,0,1.0,13,True,None,5445,
0,4,1.5,128,25.6,0.05,487,26,32,487,0,1.0,14,True,None,5445,
0,4,1.5,129,25.6,0.05,494,30,23,494,0,1.0,15,True,None,5445,
0,4,1.5,130,25.6,0.05,509,36,21,509,0,1.0,16,True,None,5445,
0,4,1.5,131,25.6,0.05,501,20,28,501,0,1.0,17,True,None,5445,
0,4,1.5,132,25.6,0.05,500,19,20,500,0,1.0,18,True,None,5445,
0,4,1.5,133,25.6,0.05,504,33,29,504,0,1.0,19,True,None,5445,
0,4,1.5,134,25.6,0.05,495,14,23,495,0,1.0,20,True,None,5445,
0,4,1.5,135,25.6,0.05,497,24,22,497,0,1.0,21,True,None,5445,
0,4,1.5,136,25.6,0.05,493,24,28,493,0,1.0,22,True,None,5445,
0,4,1.5,137,25.6,0.05,495,17,15,495,0,1.0,23,True,None,5445,
0,4,1.5,138,25.6,0.05,491,23,27,491,0,1.0,24,True,None,5445,
0,4,1.5,139,25.6,0.05,490,25,26,490,0,1.0,25,True,None,5445,
0,4,1.5,140,25.6,0.05,497,27,20,497,0,1.0,26,True,None,5445,
0,4,1.5,141,25.6,0.05,496,26,27,496,0,1.0,27,True,None,5445,
0,4,1.5,142,25.6,0.05,500,26,22,500,0,1.0,28,True,None,5445,
0,4,1.5,143,25.6,0.05,507,27,20,507,0,1.0,29,True,None,5445,
0,4,1.5,144,25.6,0.05,500,25,32,500,0,1.0,30,True,None,5445,
