simulation,d,c,p,spectralGapBefore,spectralGapAfter,t,
0,4,1.5,0.7,0.34697035111186714,0.0,0,
0,4,1.5,0.7,0.25731773107360933,0.0,1,
0,4,1.5,0.7,0.27297204939562514,0.0,2,
0,4,1.5,0.7,0.2824901864253534,0.0,3,
0,4,1.5,0.7,0.27101047556874225,0.0,4,
0,4,1.5,0.7,0.2769569004446374,0.0,5,
0,4,1.5,0.7,0.27731358917004645,0.0,6,
0,4,1.5,0.7,0.26767967178264374,0.0,7,
0,4,1.5,0.7,0.27314578360156017,0.0,8,
0,4,1.5,0.7,0.2718948684460857,0.0,9,
0,4,1.5,0.7,0.277803337213123,0.0,10,
0,4,1.5,0.7,0.27470677223428175,0.0,11,
0,4,1.5,0.7,0.2738645527932778,0.0,12,
0,4,1.5,0.7,0.2828588696297927,0.0,13,
0,4,1.5,0.7,0.26509756963540665,0.0,14,
0,4,1.5,0.7,0.2872754400208313,0.0,15,
0,4,1.5,0.7,0.2856473383237318,0.0,16,
0,4,1.5,0.7,0.27609081445106853,0.0,17,
0,4,1.5,0.7,0.27039083387862173,0.0,18,
0,4,1.5,0.7,0.27321481454846586,0.0,19,
0,4,1.5,0.7,0.2768492692790092,0.0,20,
0,4,1.5,0.7,0.2715573867694071,0.0,21,
0,4,1.5,0.7,0.2778927265669362,0.0,22,
0,4,1.5,0.7,0.2757551553929356,0.0,23,
0,4,1.5,0.7,0.28216237227565666,0.0,24,
0,4,1.5,0.7,0.2731455921734698,0.0,25,
0,4,1.5,0.7,0.2757655217034575,0.0,26,
0,4,1.5,0.7,0.2698389922466029,0.0,27,
0,4,1.5,0.7,0.2704181496971787,0.0,28,
0,4,1.5,0.7,0.27300001979326194,0.0,29,
0,4,1.5,0.7,0.2692675812287235,0.0,30,
0,4,1.5,0.7,0.26970560231193064,0.0,31,
0,4,1.5,0.7,0.2768424844019176,0.0,32,
0,4,1.5,0.7,0.277144994175633,0.0,33,
0,4,1.5,0.7,0.2736870511698678,0.0,34,
0,4,1.5,0.7,0.2780163320855108,0.0,35,
0,4,1.5,0.7,0.2642369701523727,0.0,36,
0,4,1.5,0.7,0.2673192922728742,0.0,37,
0,4,1.5,0.7,0.26161079714253954,0.0,38,
0,4,1.5,0.7,0.27413018425300884,0.0,39,
0,4,1.5,0.7,0.2714647758476444,0.0,40,
0,4,1.5,0.7,0.277909077872749,0.0,41,
0,4,1.5,0.7,0.2647977833015466,0.0,42,
0,4,1.5,0.7,0.27415959751158914,0.0,43,
0,4,1.5,0.7,0.27990260456599125,0.0,44,
0,4,1.5,0.7,0.26094067951450195,0.0,45,
0,4,1.5,0.7,0.2815866552744203,0.0,46,
0,4,1.5,0.7,0.2662585112369563,0.0,47,
0,4,1.5,0.7,0.2691477834724819,0.0,48,
0,4,1.5,0.7,0.2760914101785096,0.0,49,
0,4,1.5,0.7,0.2651730260785584,0.0,50,
0,4,1.5,0.7,0.2760630818913059,0.0,51,
0,4,1.5,0.7,0.2794998337167396,0.0,52,
0,4,1.5,0.7,0.28366400739523334,0.0,53,
0,4,1.5,0.7,0.2730746101385223,0.0,54,
0,4,1.5,0.7,0.28282089176786895,0.0,55,
0,4,1.5,0.7,0.27498358212772867,0.0,56,
0,4,1.5,0.7,0.27029361164057464,0.0,57,
0,4,1.5,0.7,0.28560924588548,0.0,58,
0,4,1.5,0.7,0.26476261007031643,0.0,59,
0,4,1.5,0.7,0.2685902043676651,0.0,60,
0,4,1.5,0.7,0.2701414305883416,0.0,61,
0,4,1.5,0.7,0.27882385826662737,0.0,62,
0,4,1.5,0.7,0.28356374972811205,0.0,63,
0,4,1.5,0.7,0.27694838797698174,0.0,64,
0,4,1.5,0.7,0.26913730498394206,0.0,65,
0,4,1.5,0.7,0.28060580809738966,0.0,66,
0,4,1.5,0.7,0.2670096660382285,0.0,67,
0,4,1.5,0.7,0.2872520946341447,0.0,68,
0,4,1.5,0.7,0.27437845214953105,0.0,69,
0,4,1.5,0.7,0.28589025498743437,0.0,70,
0,4,1.5,0.7,0.2860388438069932,0.0,71,
0,4,1.5,0.7,0.2754707963404984,0.0,72,
0,4,1.5,0.7,0.2625923421374412,0.0,73,
0,4,1.5,0.7,0.2782414461310908,0.0,74,
0,4,1.5,0.7,0.27442028406026686,0.0,75,
0,4,1.5,0.7,0.2730838023621168,0.0,76,
0,4,1.5,0.7,0.2727416594297073,0.0,77,
0,4,1.5,0.7,0.26448807272114117,0.0,78,
0,4,1.5,0.7,0.27475496034388414,0.0,79,
0,4,1.5,0.7,0.27571717622341974,0.0,80,
0,4,1.5,0.7,0.26923513468727756,0.0,81,
0,4,1.5,0.7,0.27220432265303085,0.0,82,
0,4,1.5,0.7,0.28181337617593216,0.0,83,
0,4,1.5,0.7,0.27619799038385984,0.0,84,
0,4,1.5,0.7,0.2744957938945384,0.0,85,
0,4,1.5,0.7,0.26815899659050535,0.0,86,
0,4,1.5,0.7,0.2713333486789845,0.0,87,
0,4,1.5,0.7,0.270409741023098,0.0,88,
0,4,1.5,0.7,0.2684424890379167,0.0,89,
0,4,1.5,0.7,0.27951167709040725,0.0,90,
0,4,1.5,0.7,0.27077686363945686,0.0,91,
0,4,1.5,0.7,0.2671306714819982,0.0,92,
0,4,1.5,0.7,0.28537842536320934,0.0,93,
0,4,1.5,0.7,0.2644280635276133,0.0,94,
0,4,1.5,0.7,0.28636198565585735,0.0,95,
0,4,1.5,0.7,0.2698546980548301,0.0,96,
0,4,1.5,0.7,0.2621844660819046,0.0,97,
0,4,1.5,0.7,0.2824213612209785,0.0,98,
0,4,1.5,0.7,0.26723235312445803,0.0,99,
0,4,1.5,0.7,0.2743485752049366,0.0,100,
1,4,1.5,0.7,0.3374156014354385,0.0,0,
1,4,1.5,0.7,0.2529611252973024,0.0,1,
1,4,1.5,0.7,0.28744429617822664,0.0,2,
1,4,1.5,0.7,0.27754767267703995,0.0,3,
1,4,1.5,0.7,0.27105899923421983,0.0,4,
1,4,1.5,0.7,0.28308415300006196,0.0,5,
1,4,1.5,0.7,0.2770152834979882,0.0,6,
1,4,1.5,0.7,0.277259984535526,0.0,7,
1,4,1.5,0.7,0.27593492048336365,0.0,8,
1,4,1.5,0.7,0.27610787360111444,0.0,9,
1,4,1.5,0.7,0.27087193568045664,0.0,10,
1,4,1.5,0.7,0.2862762563380197,0.0,11,
1,4,1.5,0.7,0.27342588373087295,0.0,12,
1,4,1.5,0.7,0.2772082615985665,0.0,13,
1,4,1.5,0.7,0.27105090423517364,0.0,14,
1,4,1.5,0.7,0.28901175946753876,0.0,15,
1,4,1.5,0.7,0.2765057664285039,0.0,16,
1,4,1.5,0.7,0.28193678997588323,0.0,17,
1,4,1.5,0.7,0.2883429847431247,0.0,18,
1,4,1.5,0.7,0.2698345308407436,0.0,19,
1,4,1.5,0.7,0.2677382846074976,0.0,20,
1,4,1.5,0.7,0.28095968859063836,0.0,21,
1,4,1.5,0.7,0.2806132029029854,0.0,22,
1,4,1.5,0.7,0.27245213692522285,0.0,23,
1,4,1.5,0.7,0.2661482317882171,0.0,24,
1,4,1.5,0.7,0.2694552800863199,0.0,25,
1,4,1.5,0.7,0.2786165021073084,0.0,26,
1,4,1.5,0.7,0.2857086467781035,0.0,27,
1,4,1.5,0.7,0.27152709486885285,0.0,28,
1,4,1.5,0.7,0.2640373818886059,0.0,29,
1,4,1.5,0.7,0.28054835731019756,0.0,30,
1,4,1.5,0.7,0.2733148452083112,0.0,31,
1,4,1.5,0.7,0.2750366999681979,0.0,32,
1,4,1.5,0.7,0.27385630130584415,0.0,33,
1,4,1.5,0.7,0.2655345297997488,0.0,34,
1,4,1.5,0.7,0.28133057919013105,0.0,35,
1,4,1.5,0.7,0.28021622843701954,0.0,36,
1,4,1.5,0.7,0.27578161711957705,0.0,37,
1,4,1.5,0.7,0.2737122159670553,0.0,38,
1,4,1.5,0.7,0.2674737294202645,0.0,39,
1,4,1.5,0.7,0.28080492673383417,0.0,40,
1,4,1.5,0.7,0.2709546812262347,0.0,41,
1,4,1.5,0.7,0.27536728315636516,0.0,42,
1,4,1.5,0.7,0.26141273475271365,0.0,43,
1,4,1.5,0.7,0.2768119412650958,0.0,44,
1,4,1.5,0.7,0.27084044709273636,0.0,45,
1,4,1.5,0.7,0.2787652286161362,0.0,46,
1,4,1.5,0.7,0.2785713327104069,0.0,47,
1,4,1.5,0.7,0.27121166762555426,0.0,48,
1,4,1.5,0.7,0.2852495389537093,0.0,49,
1,4,1.5,0.7,0.2658675892465133,0.0,50,
1,4,1.5,0.7,0.2682280951214021,0.0,51,
1,4,1.5,0.7,0.26428275312556815,0.0,52,
1,4,1.5,0.7,0.28535289962223975,0.0,53,
1,4,1.5,0.7,0.2810982423010471,0.0,54,
1,4,1.5,0.7,0.2798851735891068,0.0,55,
1,4,1.5,0.7,0.26477100924196983,0.0,56,
1,4,1.5,0.7,0.274729124674147,0.0,57,
1,4,1.5,0.7,0.27727878420449215,0.0,58,
1,4,1.5,0.7,0.2713065221811791,0.0,59,
1,4,1.5,0.7,0.2843267143784052,0.0,60,
1,4,1.5,0.7,0.2800204201727252,0.0,61,
1,4,1.5,0.7,0.2646345034016331,0.0,62,
1,4,1.5,0.7,0.2737613392537904,0.0,63,
1,4,1.5,0.7,0.27649975460274945,0.0,64,
1,4,1.5,0.7,0.26697995830723575,0.0,65,
1,4,1.5,0.7,0.28768459754228914,0.0,66,
1,4,1.5,0.7,0.26709687373328994,0.0,67,
1,4,1.5,0.7,0.26689226192436033,0.0,68,
1,4,1.5,0.7,0.27674103328651367,0.0,69,
1,4,1.5,0.7,0.28068799640663755,0.0,70,
1,4,1.5,0.7,0.27112478984984467,0.0,71,
1,4,1.5,0.7,0.2867621853204222,0.0,72,
1,4,1.5,0.7,0.26146397282423606,0.0,73,
1,4,1.5,0.7,0.2738094450524704,0.0,74,
1,4,1.5,0.7,0.2674039312376786,0.0,75,
1,4,1.5,0.7,0.2789843560372506,0.0,76,
1,4,1.5,0.7,0.2797236658561594,0.0,77,
1,4,1.5,0.7,0.2727795875244762,0.0,78,
1,4,1.5,0.7,0.2771247129946187,0.0,79,
1,4,1.5,0.7,0.2652077288177057,0.0,80,
1,4,1.5,0.7,0.2728102518593445,0.0,81,
1,4,1.5,0.7,0.2835860992073428,0.0,82,
1,4,1.5,0.7,0.27106145125708314,0.0,83,
1,4,1.5,0.7,0.2603524545929562,0.0,84,
1,4,1.5,0.7,0.27495856683580944,0.0,85,
1,4,1.5,0.7,0.2805584166668287,0.0,86,
1,4,1.5,0.7,0.27343247988797115,0.0,87,
1,4,1.5,0.7,0.2709808664535437,0.0,88,
1,4,1.5,0.7,0.2768304249102621,0.0,89,
1,4,1.5,0.7,0.2751059507938072,0.0,90,
1,4,1.5,0.7,0.275776622916563,0.0,91,
1,4,1.5,0.7,0.2763941936146379,0.0,92,
1,4,1.5,0.7,0.26851801833158506,0.0,93,
1,4,1.5,0.7,0.27582758511834105,0.0,94,
1,4,1.5,0.7,0.27204998086314924,0.0,95,
1,4,1.5,0.7,0.2728101633285702,0.0,96,
1,4,1.5,0.7,0.2787837781454402,0.0,97,
1,4,1.5,0.7,0.2746238738765736,0.0,98,
1,4,1.5,0.7,0.27300778820518035,0.0,99,
1,4,1.5,0.7,0.27750140585930705,0.0,100,
2,4,1.5,0.7,0.34014987039988664,0.0,0,
2,4,1.5,0.7,0.25664872909026515,0.0,1,
2,4,1.5,0.7,0.2739981303319875,0.0,2,
2,4,1.5,0.7,0.27918033334566306,0.0,3,
2,4,1.5,0.7,0.2790683870393518,0.0,4,
2,4,1.5,0.7,0.2797357556775346,0.0,5,
2,4,1.5,0.7,0.2753611427342443,0.0,6,
2,4,1.5,0.7,0.26239250013801385,0.0,7,
2,4,1.5,0.7,0.2635617505551474,0.0,8,
2,4,1.5,0.7,0.2884135936223148,0.0,9,
2,4,1.5,0.7,0.2827485697059904,0.0,10,
2,4,1.5,0.7,0.2682915963651138,0.0,11,
2,4,1.5,0.7,0.27434446867135165,0.0,12,
2,4,1.5,0.7,0.26447128826264765,0.0,13,
2,4,1.5,0.7,0.27885180583234004,0.0,14,
2,4,1.5,0.7,0.2710696638245389,0.0,15,
2,4,1.5,0.7,0.2660974013823615,0.0,16,
2,4,1.5,0.7,0.27425866179531067,0.0,17,
2,4,1.5,0.7,0.2692705625911658,0.0,18,
2,4,1.5,0.7,0.2662925413682582,0.0,19,
2,4,1.5,0.7,0.2772966065542679,0.0,20,
2,4,1.5,0.7,0.2685865386195596,0.0,21,
