simulation,d,c,t,lambda,beta,n,entering_nodes,exiting_nodes,informed_nodes,uninformed_nodes,percentage_informed,t_flood,process_status,flood_status,initiator,
0,4,1.5,3,2867.2,0.7,4107,2864,2674,4,4103,0.0009739469198928658,1,True,None,18836,
0,4,1.5,4,2867.2,0.7,4074,2857,2890,9,4065,0.0022091310751104565,2,True,None,18836,
0,4,1.5,5,2867.2,0.7,4052,2822,2844,7,4045,0.0017275419545903258,3,True,None,18836,
0,4,1.5,6,2867.2,0.7,4088,2901,2865,12,4076,0.0029354207436399216,4,True,None,18836,
0,4,1.5,7,2867.2,0.7,4111,2825,2802,38,4073,0.009243493067380199,5,True,None,18836,
0,4,1.5,8,2867.2,0.7,4080,2885,2916,110,3970,0.02696078431372549,6,True,None,18836,
0,4,1.5,9,2867.2,0.7,4126,2874,2828,208,3918,0.050412021328162866,7,True,None,18836,
0,4,1.5,10,2867.2,0.7,4078,2838,2886,434,3644,0.10642471799901913,8,True,None,18836,
0,4,1.5,11,2867.2,0.7,4049,2844,2873,816,3233,0.20153124228204494,9,True,None,18836,
0,4,1.5,12,2867.2,0.7,4081,2891,2859,1455,2626,0.35653026219063955,10,True,None,18836,
0,4,1.5,13,2867.2,0.7,4088,2895,2888,2374,1714,0.5807240704500979,11,True,None,18836,
0,4,1.5,14,2867.2,0.7,4085,2871,2874,3239,846,0.7929008567931457,12,True,None,18836,
0,4,1.5,15,2867.2,0.7,4101,2922,2906,3786,315,0.9231894659839064,13,True,None,18836,
0,4,1.5,16,2867.2,0.7,3966,2763,2898,3795,171,0.9568835098335855,14,True,None,18836,
0,4,1.5,17,2867.2,0.7,4131,2908,2743,4007,124,0.9699830549503752,15,True,None,18836,
0,4,1.5,18,2867.2,0.7,4137,2910,2904,4008,129,0.9688179840464104,16,True,None,18836,
0,4,1.5,19,2867.2,0.7,4100,2843,2880,3994,106,0.9741463414634146,17,True,None,18836,
0,4,1.5,20,2867.2,0.7,4103,2867,2864,4002,101,0.9753838654642945,18,True,None,18836,
0,4,1.5,21,2867.2,0.7,4147,2897,2853,4037,110,0.9734748010610079,19,True,None,18836,
0,4,1.5,22,2867.2,0.7,4003,2797,2941,3879,124,0.9690232325755683,20,True,None,18836,
0,4,1.5,23,2867.2,0.7,4000,2810,2813,3861,139,0.96525,21,True,None,18836,
0,4,1.5,24,2867.2,0.7,4083,2860,2777,3971,112,0.9725691893215773,22,True,None,18836,
0,4,1.5,25,2867.2,0.7,4069,2851,2865,3968,101,0.9751781764561317,23,True,None,18836,
0,4,1.5,26,2867.2,0.7,4144,2924,2849,4027,117,0.9717664092664092,24,True,None,18836,
0,4,1.5,27,2867.2,0.7,4139,2869,2874,4030,109,0.9736651365064025,25,True,None,18836,
0,4,1.5,28,2867.2,0.7,4197,2910,2852,4101,96,0.9771265189421015,26,True,None,18836,
0,4,1.5,29,2867.2,0.7,4075,2834,2956,3986,89,0.978159509202454,27,True,None,18836,
0,4,1.5,30,2867.2,0.7,4088,2805,2792,3994,94,0.9770058708414873,28,True,None,18836,
0,4,1.5,31,2867.2,0.7,4040,2818,2866,3938,102,0.9747524752475247,29,True,None,18836,
0,4,1.5,32,2867.2,0.7,4060,2859,2839,3929,131,0.9677339901477833,30,True,None,18836,
0,4,1.5,33,2867.2,0.7,4076,2881,2865,3942,134,0.9671246319921492,31,True,None,18836,
0,4,1.5,34,2867.2,0.7,4034,2868,2910,3893,141,0.9650470996529499,32,True,None,18836,
0,4,1.5,35,2867.2,0.7,4020,2813,2827,3915,105,0.9738805970149254,33,True,None,18836,
0,4,1.5,36,2867.2,0.7,4037,2830,2813,3921,116,0.9712657914292792,34,True,None,18836,
0,4,1.5,37,2867.2,0.7,4039,2853,2851,3922,117,0.9710324337707353,35,True,None,18836,
0,4,1.5,38,2867.2,0.7,4019,2840,2860,3881,138,0.9656631002737,36,True,None,18836,
0,4,1.5,39,2867.2,0.7,4099,2933,2853,3959,140,0.9658453281288119,37,True,None,18836,
0,4,1.5,40,2867.2,0.7,4155,2943,2887,4029,126,0.9696750902527076,38,True,None,18836,
0,4,1.5,41,2867.2,0.7,4015,2834,2974,3920,95,0.9763387297633873,39,True,None,18836,
0,4,1.5,42,2867.2,0.7,4135,2970,2850,4018,117,0.9717049576783555,40,True,None,18836,
0,4,1.5,43,2867.2,0.7,4018,2824,2941,3904,114,0.971627675460428,41,True,None,18836,
0,4,1.5,44,2867.2,0.7,4042,2862,2838,3927,115,0.9715487382483918,42,True,None,18836,
0,4,1.5,45,2867.2,0.7,4085,2873,2830,3971,114,0.9720930232558139,43,True,None,18836,
0,4,1.5,46,2867.2,0.7,4004,2783,2864,3897,107,0.9732767232767233,44,True,None,18836,
0,4,1.5,47,2867.2,0.7,4008,2814,2810,3892,116,0.9710578842315369,45,True,None,18836,
0,4,1.5,48,2867.2,0.7,4019,2821,2810,3878,141,0.9649166459318238,46,True,None,18836,
0,4,1.5,49,2867.2,0.7,4050,2876,2845,3929,121,0.9701234567901235,47,True,None,18836,
0,4,1.5,50,2867.2,0.7,4094,2877,2833,3980,114,0.9721543722520762,48,True,None,18836,
0,4,1.5,51,2867.2,0.7,4197,2951,2848,4076,121,0.9711698832499405,49,True,None,18836,
0,4,1.5,52,2867.2,0.7,4157,2899,2939,4043,114,0.9725763771950926,50,True,None,18836,
0,4,1.5,53,2867.2,0.7,4081,2865,2941,3968,113,0.9723107081597647,51,True,None,18836,
0,4,1.5,54,2867.2,0.7,4087,2875,2869,3975,112,0.9725960362123807,52,True,None,18836,
0,4,1.5,55,2867.2,0.7,4073,2877,2891,3968,105,0.9742204763073902,53,True,None,18836,
0,4,1.5,56,2867.2,0.7,4125,2904,2852,3997,128,0.9689696969696969,54,True,None,18836,
0,4,1.5,57,2867.2,0.7,4123,2865,2867,4017,106,0.9742905651224836,55,True,None,18836,
0,4,1.5,58,2867.2,0.7,4189,2921,2855,4076,113,0.9730245882072094,56,True,None,18836,
0,4,1.5,59,2867.2,0.7,4176,2908,2921,4073,103,0.9753352490421456,57,True,None,18836,
0,4,1.5,60,2867.2,0.7,4046,2778,2908,3955,91,0.9775086505190311,58,True,None,18836,
0,4,1.5,61,2867.2,0.7,4107,2892,2831,3986,121,0.9705381056732408,59,True,None,18836,
0,4,1.5,62,2867.2,0.7,4074,2869,2902,3970,104,0.9744722631320569,60,True,None,18836,
0,4,1.5,63,2867.2,0.7,4087,2920,2907,3969,118,0.9711279667237582,61,True,None,18836,
0,4,1.5,64,2867.2,0.7,4029,2813,2871,3924,105,0.9739389426656738,62,True,None,18836,
0,4,1.5,65,2867.2,0.7,3996,2781,2814,3894,102,0.9744744744744744,63,True,None,18836,
0,4,1.5,66,2867.2,0.7,4048,2863,2811,3935,113,0.9720849802371542,64,True,None,18836,
0,4,1.5,67,2867.2,0.7,4071,2900,2877,3944,127,0.9688037337263572,65,True,None,18836,
0,4,1.5,68,2867.2,0.7,4074,2886,2883,3946,128,0.9685812469317624,66,True,None,18836,
0,4,1.5,69,2867.2,0.7,4210,2942,2806,4090,120,0.9714964370546318,67,True,None,18836,
0,4,1.5,70,2867.2,0.7,4104,2819,2925,4007,97,0.976364522417154,68,True,None,18836,
0,4,1.5,71,2867.2,0.7,4072,2826,2858,3965,107,0.9737229862475442,69,True,None,18836,
0,4,1.5,72,2867.2,0.7,4113,2903,2862,3995,118,0.9713104789691223,70,True,None,18836,
0,4,1.5,73,2867.2,0.7,4134,2847,2826,4026,108,0.9738751814223512,71,True,None,18836,
0,4,1.5,74,2867.2,0.7,4154,2919,2899,4029,125,0.969908521906596,72,True,None,18836,
0,4,1.5,75,2867.2,0.7,4067,2834,2921,3951,116,0.9714777477255963,73,True,None,18836,
0,4,1.5,76,2867.2,0.7,4140,2855,2782,4045,95,0.9770531400966184,74,True,None,18836,
0,4,1.5,77,2867.2,0.7,4129,2914,2925,4029,100,0.9757810607895374,75,True,None,18836,
0,4,1.5,78,2867.2,0.7,4029,2830,2930,3916,113,0.9719533382973442,76,True,None,18836,
0,4,1.5,79,2867.2,0.7,4200,3010,2839,4076,124,0.9704761904761905,77,True,None,18836,
0,4,1.5,80,2867.2,0.7,4140,2844,2904,4027,113,0.9727053140096619,78,True,None,18836,
0,4,1.5,81,2867.2,0.7,4196,2948,2892,4057,139,0.9668732125834127,79,True,None,18836,
0,4,1.5,82,2867.2,0.7,4144,2916,2968,4008,136,0.9671814671814671,80,True,None,18836,
0,4,1.5,83,2867.2,0.7,4103,2916,2957,3974,129,0.9685595905435047,81,True,None,18836,
0,4,1.5,84,2867.2,0.7,4125,2931,2909,3997,128,0.9689696969696969,82,True,None,18836,
0,4,1.5,85,2867.2,0.7,4124,2874,2875,4026,98,0.9762366634335596,83,True,None,18836,
0,4,1.5,86,2867.2,0.7,4133,2917,2908,4008,125,0.9697556254536657,84,True,None,18836,
0,4,1.5,87,2867.2,0.7,4117,2858,2874,4025,92,0.9776536312849162,85,True,None,18836,
0,4,1.5,88,2867.2,0.7,4052,2844,2909,3943,109,0.9730997038499506,86,True,None,18836,
0,4,1.5,89,2867.2,0.7,4109,2841,2784,4010,99,0.9759065466050134,87,True,None,18836,
0,4,1.5,90,2867.2,0.7,4157,2907,2859,4042,115,0.9723358191003127,88,True,None,18836,
0,4,1.5,91,2867.2,0.7,4093,2873,2937,3992,101,0.9753237234302468,89,True,None,18836,
0,4,1.5,92,2867.2,0.7,4113,2905,2885,3990,123,0.9700948212983224,90,True,None,18836,
0,4,1.5,93,2867.2,0.7,4127,2910,2896,3990,137,0.9668039738308699,91,True,None,18836,
0,4,1.5,94,2867.2,0.7,4152,2886,2861,4028,124,0.9701348747591522,92,True,None,18836,
0,4,1.5,95,2867.2,0.7,4017,2830,2965,3894,123,0.9693801344286781,93,True,None,18836,
0,4,1.5,96,2867.2,0.7,4097,2876,2796,3988,109,0.9733951671955089,94,True,None,18836,
0,4,1.5,97,2867.2,0.7,4080,2813,2830,3990,90,0.9779411764705882,95,True,None,18836,
0,4,1.5,98,2867.2,0.7,4139,2912,2853,4048,91,0.9780140130466296,96,True,None,18836,
0,4,1.5,99,2867.2,0.7,4073,2888,2954,3974,99,0.9756935919469678,97,True,None,18836,
0,4,1.5,100,2867.2,0.7,4096,2842,2819,3977,119,0.970947265625,98,True,None,18836,
0,4,1.5,101,2867.2,0.7,4113,2916,2899,3990,123,0.9700948212983224,99,True,None,18836,
0,4,1.5,102,2867.2,0.7,4031,2823,2905,3916,115,0.9714710989828826,100,True,True,18836,
1,4,1.5,4,2867.2,0.7,4099,2860,2801,8,4091,0.0019516955354964625,1,True,None,17753,
1,4,1.5,5,2867.2,0.7,4166,2912,2845,40,4126,0.009601536245799328,2,True,None,17753,
1,4,1.5,6,2867.2,0.7,4094,2846,2918,100,3994,0.024425989252564728,3,True,None,17753,
1,4,1.5,7,2867.2,0.7,4079,2872,2887,223,3856,0.05467026231919588,4,True,None,17753,
1,4,1.5,8,2867.2,0.7,4057,2860,2882,426,3631,0.10500369731328568,5,True,None,17753,
1,4,1.5,9,2867.2,0.7,4123,2907,2841,931,3192,0.22580645161290322,6,True,None,17753,
1,4,1.5,10,2867.2,0.7,4014,2765,2874,1720,2294,0.4285002491280518,7,True,None,17753,
