simulation,d,c,t,lambda,beta,n,entering_nodes,exiting_nodes,informed_nodes,uninformed_nodes,percentage_informed,t_flood,process_status,flood_status,initiator,
0,4,1.5,14,614.4,0.3,2048,621,575,7,2041,0.00341796875,1,True,None,11599,
0,4,1.5,15,614.4,0.3,2067,613,594,26,2041,0.012578616352201259,2,True,None,11599,
0,4,1.5,16,614.4,0.3,2085,631,613,107,1978,0.0513189448441247,3,True,None,11599,
0,4,1.5,17,614.4,0.3,2083,595,597,355,1728,0.17042726836293806,4,True,None,11599,
0,4,1.5,18,614.4,0.3,2114,625,594,1008,1106,0.4768211920529801,5,True,None,11599,
0,4,1.5,19,614.4,0.3,2123,645,636,1842,281,0.8676401318888366,6,True,None,11599,
0,4,1.5,20,614.4,0.3,2133,641,631,2125,8,0.9962494139709329,7,True,None,11599,
0,4,1.5,21,614.4,0.3,2073,586,646,2073,0,1.0,8,True,None,11599,
0,4,1.5,22,614.4,0.3,2063,601,611,2063,0,1.0,9,True,None,11599,
0,4,1.5,23,614.4,0.3,2085,629,607,2085,0,1.0,10,True,None,11599,
0,4,1.5,24,614.4,0.3,2141,630,574,2141,0,1.0,11,True,None,11599,
0,4,1.5,25,614.4,0.3,2128,611,624,2127,1,0.9995300751879699,12,True,None,11599,
0,4,1.5,26,614.4,0.3,2133,631,626,2133,0,1.0,13,True,None,11599,
0,4,1.5,27,614.4,0.3,2118,642,657,2118,0,1.0,14,True,None,11599,
0,4,1.5,28,614.4,0.3,2087,577,608,2087,0,1.0,15,True,None,11599,
0,4,1.5,29,614.4,0.3,2044,596,639,2044,0,1.0,16,True,None,11599,
0,4,1.5,30,614.4,0.3,2029,590,605,2029,0,1.0,17,True,None,11599,
0,4,1.5,31,614.4,0.3,2040,603,592,2039,1,0.9995098039215686,18,True,None,11599,
0,4,1.5,32,614.4,0.3,2062,634,612,2062,0,1.0,19,True,None,11599,
0,4,1.5,33,614.4,0.3,2009,577,630,2008,1,0.9995022399203584,20,True,None,11599,
0,4,1.5,34,614.4,0.3,2051,616,574,2051,0,1.0,21,True,None,11599,
0,4,1.5,35,614.4,0.3,2071,627,607,2071,0,1.0,22,True,None,11599,
0,4,1.5,36,614.4,0.3,1998,592,665,1998,0,1.0,23,True,None,11599,
0,4,1.5,37,614.4,0.3,1982,600,616,1981,1,0.9994954591321897,24,True,None,11599,
