simulation,d,c,t,lambda,beta,n,entering_nodes,exiting_nodes,informed_nodes,uninformed_nodes,percentage_informed,t_flood,process_status,flood_status,initiator,
0,4,1.5,3,3686.4,0.9,4114,3713,3685,4,4110,0.0009722897423432182,1,True,None,25163,
0,4,1.5,4,3686.4,0.9,3997,3618,3735,0,3997,0.0,2,True,False,25163,
1,4,1.5,2,3686.4,0.9,4107,3703,3688,2,4105,0.0004869734599464329,1,True,None,17608,
1,4,1.5,3,3686.4,0.9,4152,3731,3686,0,4152,0.0,2,True,False,17608,
2,4,1.5,8,3686.4,0.9,4174,3750,3633,2,4172,0.0004791566842357451,1,True,None,61965,
2,4,1.5,9,3686.4,0.9,4059,3622,3737,0,4059,0.0,2,True,False,61965,
3,4,1.5,4,3686.4,0.9,4169,3793,3713,2,4167,0.0004797313504437515,1,True,None,31743,
3,4,1.5,5,3686.4,0.9,4137,3707,3739,15,4122,0.0036258158085569255,2,True,None,31743,
3,4,1.5,6,3686.4,0.9,4058,3617,3696,18,4040,0.004435682602267127,3,True,None,31743,
3,4,1.5,7,3686.4,0.9,4060,3638,3636,19,4041,0.004679802955665025,4,True,None,31743,
3,4,1.5,8,3686.4,0.9,4020,3630,3670,16,4004,0.003980099502487562,5,True,None,31743,
3,4,1.5,9,3686.4,0.9,4093,3665,3592,0,4093,0.0,6,True,False,31743,
4,4,1.5,1,3686.4,0.9,4164,3799,3245,4,4160,0.0009606147934678194,1,True,None,7418,
4,4,1.5,2,3686.4,0.9,4123,3683,3724,17,4106,0.0041232112539413045,2,True,None,7418,
4,4,1.5,3,3686.4,0.9,4074,3651,3700,30,4044,0.007363770250368188,3,True,None,7418,
4,4,1.5,4,3686.4,0.9,4143,3752,3683,16,4127,0.003861935795317403,4,True,None,7418,
4,4,1.5,5,3686.4,0.9,4101,3702,3744,55,4046,0.01341136308217508,5,True,None,7418,
4,4,1.5,6,3686.4,0.9,4076,3646,3671,61,4015,0.014965652600588812,6,True,None,7418,
4,4,1.5,7,3686.4,0.9,4065,3666,3677,76,3989,0.01869618696186962,7,True,None,7418,
4,4,1.5,8,3686.4,0.9,4034,3621,3652,91,3943,0.02255825483391175,8,True,None,7418,
4,4,1.5,9,3686.4,0.9,4206,3785,3613,170,4036,0.04041844983357109,9,True,None,7418,
4,4,1.5,10,3686.4,0.9,3998,3624,3832,223,3775,0.055777888944472234,10,True,None,7418,
4,4,1.5,11,3686.4,0.9,4079,3671,3590,250,3829,0.061289531747977445,11,True,None,7418,
4,4,1.5,12,3686.4,0.9,4099,3715,3695,324,3775,0.07904366918760673,12,True,None,7418,
4,4,1.5,13,3686.4,0.9,4082,3693,3710,552,3530,0.13522782949534543,13,True,None,7418,
4,4,1.5,14,3686.4,0.9,4100,3692,3674,896,3204,0.21853658536585366,14,True,None,7418,
4,4,1.5,15,3686.4,0.9,4066,3623,3657,1432,2634,0.35218888342351207,15,True,None,7418,
4,4,1.5,16,3686.4,0.9,4027,3636,3675,1963,2064,0.48745964738018377,16,True,None,7418,
4,4,1.5,17,3686.4,0.9,4122,3715,3620,2446,1676,0.5934012615235322,17,True,None,7418,
4,4,1.5,18,3686.4,0.9,4048,3648,3722,2760,1288,0.6818181818181818,18,True,None,7418,
4,4,1.5,19,3686.4,0.9,4071,3653,3630,2937,1134,0.7214443625644805,19,True,None,7418,
4,4,1.5,20,3686.4,0.9,4049,3662,3684,3048,1001,0.7527784638182268,20,True,None,7418,
4,4,1.5,21,3686.4,0.9,4068,3639,3620,3242,826,0.7969518190757129,21,True,None,7418,
4,4,1.5,22,3686.4,0.9,4110,3688,3646,3409,701,0.8294403892944039,22,True,None,7418,
4,4,1.5,23,3686.4,0.9,4148,3726,3688,3412,736,0.8225650916104147,23,True,None,7418,
4,4,1.5,24,3686.4,0.9,4000,3574,3722,3275,725,0.81875,24,True,None,7418,
4,4,1.5,25,3686.4,0.9,3995,3611,3616,3336,659,0.835043804755945,25,True,None,7418,
4,4,1.5,26,3686.4,0.9,4053,3625,3567,3407,646,0.8406118924253639,26,True,None,7418,
4,4,1.5,27,3686.4,0.9,3949,3561,3665,3289,660,0.8328690807799443,27,True,None,7418,
4,4,1.5,28,3686.4,0.9,3977,3594,3566,3302,675,0.8302740759366356,28,True,None,7418,
4,4,1.5,29,3686.4,0.9,4100,3716,3593,3408,692,0.8312195121951219,29,True,None,7418,
4,4,1.5,30,3686.4,0.9,4080,3669,3689,3420,660,0.8382352941176471,30,True,None,7418,
4,4,1.5,31,3686.4,0.9,4113,3733,3700,3457,656,0.8405057135910527,31,True,None,7418,
4,4,1.5,32,3686.4,0.9,4083,3664,3694,3403,680,0.8334557923095763,32,True,None,7418,
4,4,1.5,33,3686.4,0.9,4149,3764,3698,3454,695,0.8324897565678476,33,True,None,7418,
4,4,1.5,34,3686.4,0.9,4004,3582,3727,3394,610,0.8476523476523476,34,True,None,7418,
4,4,1.5,35,3686.4,0.9,4127,3739,3616,3512,615,0.8509813423794523,35,True,None,7418,
4,4,1.5,36,3686.4,0.9,4047,3671,3751,3381,666,0.8354336545589326,36,True,None,7418,
4,4,1.5,37,3686.4,0.9,4236,3829,3640,3507,729,0.8279036827195467,37,True,None,7418,
4,4,1.5,38,3686.4,0.9,4024,3631,3843,3342,682,0.8305168986083499,38,True,None,7418,
4,4,1.5,39,3686.4,0.9,4097,3694,3621,3510,587,0.8567244325115938,39,True,None,7418,
4,4,1.5,40,3686.4,0.9,4181,3762,3678,3495,686,0.8359244199952165,40,True,None,7418,
4,4,1.5,41,3686.4,0.9,4129,3727,3779,3447,682,0.8348268345846452,41,True,None,7418,
4,4,1.5,42,3686.4,0.9,4118,3725,3736,3409,709,0.8278290432248664,42,True,None,7418,
4,4,1.5,43,3686.4,0.9,4129,3713,3702,3435,694,0.8319205618793897,43,True,None,7418,
4,4,1.5,44,3686.4,0.9,4090,3668,3707,3426,664,0.8376528117359413,44,True,None,7418,
4,4,1.5,45,3686.4,0.9,4194,3790,3686,3494,700,0.8330948974725799,45,True,None,7418,
4,4,1.5,46,3686.4,0.9,4118,3718,3794,3369,749,0.8181155900922779,46,True,None,7418,
4,4,1.5,47,3686.4,0.9,4162,3717,3673,3428,734,0.8236424795771263,47,True,None,7418,
4,4,1.5,48,3686.4,0.9,4104,3695,3753,3423,681,0.8340643274853801,48,True,None,7418,
4,4,1.5,49,3686.4,0.9,4165,3721,3660,3433,732,0.824249699879952,49,True,None,7418,
4,4,1.5,50,3686.4,0.9,4148,3726,3743,3418,730,0.8240115718418515,50,True,None,7418,
4,4,1.5,51,3686.4,0.9,4121,3696,3723,3376,745,0.8192186362533366,51,True,None,7418,
4,4,1.5,52,3686.4,0.9,3977,3538,3682,3278,699,0.8242393764143827,52,True,None,7418,
4,4,1.5,53,3686.4,0.9,4000,3628,3605,3280,720,0.82,53,True,None,7418,
4,4,1.5,54,3686.4,0.9,3972,3583,3611,3236,736,0.8147029204431017,54,True,None,7418,
4,4,1.5,55,3686.4,0.9,4114,3705,3563,3350,764,0.8142926592124453,55,True,None,7418,
4,4,1.5,56,3686.4,0.9,4026,3654,3742,3236,790,0.8037754595131644,56,True,None,7418,
4,4,1.5,57,3686.4,0.9,4196,3799,3629,3381,815,0.805767397521449,57,True,None,7418,
4,4,1.5,58,3686.4,0.9,4081,3670,3785,3233,848,0.7922077922077922,58,True,None,7418,
4,4,1.5,59,3686.4,0.9,4115,3728,3694,3278,837,0.7965978128797084,59,True,None,7418,
4,4,1.5,60,3686.4,0.9,4141,3752,3726,3312,829,0.7998068099492877,60,True,None,7418,
4,4,1.5,61,3686.4,0.9,4162,3742,3721,3411,751,0.8195579048534358,61,True,None,7418,
