simulation,d,c,n,target_n,lambda,q,t,converged,SpectralGapBefore,SpectralGapAfter,
0,4,0,3651,4096.0,409.6,0.1,41,False,0.0,0.19023627741503013,
0,4,1,3691,4096.0,409.6,0.1,42,True,0.0,0.1897112597174737,
0,4,2,3735,4096.0,409.6,0.1,43,True,0.0,0.1878612534123114,
0,4,3,3680,4096.0,409.6,0.1,44,True,0.0,0.1885068006475087,
0,4,4,3739,4096.0,409.6,0.1,45,True,0.0,0.0,
0,4,5,3764,4096.0,409.6,0.1,46,True,0.16158791682353024,0.1904281712208018,
0,4,6,3762,4096.0,409.6,0.1,47,True,0.15690877456576846,0.19016784015612054,
0,4,7,3726,4096.0,409.6,0.1,48,True,0.1558815587741631,0.0,
0,4,8,3733,4096.0,409.6,0.1,49,True,0.0,0.189384423336461,
0,4,9,3745,4096.0,409.6,0.1,50,True,0.0,0.18808330961246267,
0,4,10,3720,4096.0,409.6,0.1,51,True,0.0,0.18994147158297303,
0,4,11,3730,4096.0,409.6,0.1,52,True,0.15604080321432734,0.1881383207907512,
0,4,12,3699,4096.0,409.6,0.1,53,True,0.0,0.18663235688751267,
0,4,13,3687,4096.0,409.6,0.1,54,True,0.0,0.18909979976855495,
0,4,14,3700,4096.0,409.6,0.1,55,True,0.1605920458993475,0.19144582542595812,
0,4,15,3730,4096.0,409.6,0.1,56,True,0.1571337028059513,0.19086027590711707,
0,4,16,3708,4096.0,409.6,0.1,57,True,0.0,0.0,
0,4,17,3724,4096.0,409.6,0.1,58,True,0.0,0.18929037752222844,
0,4,18,3762,4096.0,409.6,0.1,59,True,0.0,0.18632977967261566,
0,4,19,3738,4096.0,409.6,0.1,60,True,0.0,0.19081449481707946,
0,4,20,3710,4096.0,409.6,0.1,61,True,0.0,0.18827563116983792,
0,4,21,3696,4096.0,409.6,0.1,62,True,0.0,0.187559894325652,
0,4,22,3737,4096.0,409.6,0.1,63,True,0.15924971972046387,0.18529282266931035,
0,4,23,3719,4096.0,409.6,0.1,64,True,0.0,0.18899077436353595,
0,4,24,3657,4096.0,409.6,0.1,65,True,0.0,0.1877504990305483,
0,4,25,3670,4096.0,409.6,0.1,66,True,0.0,0.18742282222656903,
0,4,26,3660,4096.0,409.6,0.1,67,True,0.0,0.19095203832665475,
0,4,27,3657,4096.0,409.6,0.1,68,True,0.0,0.19085542754484253,
0,4,28,3694,4096.0,409.6,0.1,69,True,0.0,0.18903505300918477,
0,4,29,3718,4096.0,409.6,0.1,70,True,0.1566714946661899,0.1892938668496419,
0,4,30,3715,4096.0,409.6,0.1,71,True,0.15756096585300394,0.18838396666779245,
0,4,31,3759,4096.0,409.6,0.1,72,True,0.0,0.1893875259781017,
0,4,32,3784,4096.0,409.6,0.1,73,True,0.0,0.18954953692890997,
0,4,33,3746,4096.0,409.6,0.1,74,True,0.0,0.18993271402454548,
0,4,34,3736,4096.0,409.6,0.1,75,True,0.15487490566496154,0.19007790038837147,
0,4,35,3776,4096.0,409.6,0.1,76,True,0.0,0.18914037742704093,
0,4,36,3775,4096.0,409.6,0.1,77,True,0.15643921669500171,0.18677025487178933,
0,4,37,3792,4096.0,409.6,0.1,78,True,0.0,0.18885802141234875,
0,4,38,3767,4096.0,409.6,0.1,79,True,0.0,0.1892625164742907,
0,4,39,3820,4096.0,409.6,0.1,80,True,0.0,0.18912641777623163,
0,4,40,3805,4096.0,409.6,0.1,81,True,0.0,0.19080279159043678,
0,4,41,3835,4096.0,409.6,0.1,82,True,0.15735480510551458,0.18540325316510886,
0,4,42,3813,4096.0,409.6,0.1,83,True,0.0,0.0,
0,4,43,3768,4096.0,409.6,0.1,84,True,0.0,0.1891411593616853,
0,4,44,3768,4096.0,409.6,0.1,85,True,0.15737604343155365,0.0,
0,4,45,3817,4096.0,409.6,0.1,86,True,0.0,0.0,
0,4,46,3789,4096.0,409.6,0.1,87,True,0.0,0.18578893041843325,
0,4,47,3783,4096.0,409.6,0.1,88,True,0.0,0.18730401645245875,
0,4,48,3779,4096.0,409.6,0.1,89,True,0.0,0.18881924479516488,
0,4,49,3760,4096.0,409.6,0.1,90,True,0.15761873831277695,0.1862820350716894,
0,4,50,3787,4096.0,409.6,0.1,91,True,0.0,0.19363054559374426,
0,4,51,3793,4096.0,409.6,0.1,92,True,0.0,0.18971479806606217,
0,4,52,3775,4096.0,409.6,0.1,93,True,0.0,0.18739774430286393,
0,4,53,3778,4096.0,409.6,0.1,94,True,0.0,0.1876874803540468,
0,4,54,3796,4096.0,409.6,0.1,95,True,0.0,0.1892613867547257,
0,4,55,3782,4096.0,409.6,0.1,96,True,0.1506159360456798,0.1885484110375003,
0,4,56,3790,4096.0,409.6,0.1,97,True,0.0,0.19056417700166883,
0,4,57,3764,4096.0,409.6,0.1,98,True,0.0,0.1911901844294588,
0,4,58,3728,4096.0,409.6,0.1,99,True,0.1540585110795808,0.18904465464261277,
0,4,59,3748,4096.0,409.6,0.1,100,True,0.0,0.18791237549079942,
0,4,60,3747,4096.0,409.6,0.1,101,True,0.15718480883750297,0.18955093616436114,
0,4,61,3742,4096.0,409.6,0.1,102,True,0.1591342836936117,0.18842520654202743,
0,4,62,3721,4096.0,409.6,0.1,103,True,0.15225908508766306,0.18855653916349457,
0,4,63,3683,4096.0,409.6,0.1,104,True,0.1538396838853876,0.19002380356229231,
0,4,64,3726,4096.0,409.6,0.1,105,True,0.15698032352632785,0.1901406490730786,
0,4,65,3764,4096.0,409.6,0.1,106,True,0.0,0.18863570290660725,
0,4,66,3795,4096.0,409.6,0.1,107,True,0.16020724414474552,0.1881399149454187,
0,4,67,3751,4096.0,409.6,0.1,108,True,0.0,0.1883669017429237,
0,4,68,3716,4096.0,409.6,0.1,109,True,0.0,0.1886061596586095,
0,4,69,3705,4096.0,409.6,0.1,110,True,0.14515189783424587,0.18914837689083552,
0,4,70,3721,4096.0,409.6,0.1,111,True,0.15870702109087031,0.188659153078102,
0,4,71,3691,4096.0,409.6,0.1,112,True,0.0,0.19042286704247446,
0,4,72,3708,4096.0,409.6,0.1,113,True,0.0,0.19158684981295993,
0,4,73,3704,4096.0,409.6,0.1,114,True,0.0,0.1884818041464349,
0,4,74,3719,4096.0,409.6,0.1,115,True,0.0,0.18796633434890753,
0,4,75,3756,4096.0,409.6,0.1,116,True,0.0,0.18885425762634822,
0,4,76,3752,4096.0,409.6,0.1,117,True,0.0,0.18816359685212347,
0,4,77,3753,4096.0,409.6,0.1,118,True,0.0,0.1908729683489483,
0,4,78,3741,4096.0,409.6,0.1,119,True,0.14168175123188342,0.19052976293599933,
0,4,79,3747,4096.0,409.6,0.1,120,True,0.0,0.18778962118818932,
0,4,80,3732,4096.0,409.6,0.1,121,True,0.0,0.19055526496052444,
0,4,81,3730,4096.0,409.6,0.1,122,True,0.0,0.1930585561879763,
0,4,82,3787,4096.0,409.6,0.1,123,True,0.0,0.0,
0,4,83,3787,4096.0,409.6,0.1,124,True,0.11050544393329087,0.18954909950150467,
0,4,84,3671,4096.0,409.6,0.1,125,True,0.0,0.182346092310533,
0,4,85,3673,4096.0,409.6,0.1,126,True,0.0,0.18859723311782273,
0,4,86,3664,4096.0,409.6,0.1,127,True,0.0,0.18765403948615456,
0,4,87,3652,4096.0,409.6,0.1,128,True,0.0,0.19172732825288052,
0,4,88,3675,4096.0,409.6,0.1,129,True,0.0,0.19017091740416503,
0,4,89,3677,4096.0,409.6,0.1,130,True,0.0,0.1901990921360801,
0,4,90,3647,4096.0,409.6,0.1,131,True,0.0,0.18973704401077485,
0,4,91,3649,4096.0,409.6,0.1,132,True,0.0,0.18744392461449277,
0,4,92,3691,4096.0,409.6,0.1,133,True,0.15701532820181607,0.188477083230689,
0,4,93,3709,4096.0,409.6,0.1,134,True,0.15797750253289844,0.19024598793603897,
0,4,94,3718,4096.0,409.6,0.1,135,True,0.0,0.18791962522216799,
0,4,95,3727,4096.0,409.6,0.1,136,True,0.155423974505716,0.1886694697774407,
0,4,96,3752,4096.0,409.6,0.1,137,True,0.0,0.1882528092068333,
0,4,97,3767,4096.0,409.6,0.1,138,True,0.0,0.18980865136395142,
0,4,98,3743,4096.0,409.6,0.1,139,True,0.1600521031783626,0.1860620376893486,
0,4,99,3762,4096.0,409.6,0.1,140,True,0.15364463636895898,0.18919042695738553,
0,4,100,3791,4096.0,409.6,0.1,141,True,0.0,0.19029819851048124,
1,4,0,3681,4096.0,409.6,0.1,42,False,0.1612111380562795,0.18989034747954403,
1,4,1,3716,4096.0,409.6,0.1,43,True,0.0,0.18666872046252259,
1,4,2,3693,4096.0,409.6,0.1,44,True,0.0,0.18921635899918,
1,4,3,3704,4096.0,409.6,0.1,45,True,0.158997078264821,0.0,
1,4,4,3669,4096.0,409.6,0.1,46,True,0.15487687828147156,0.18820205286076985,
1,4,5,3636,4096.0,409.6,0.1,47,True,0.0,0.1863530444884668,
1,4,6,3688,4096.0,409.6,0.1,48,True,0.0,0.19122291209693432,
1,4,7,3699,4096.0,409.6,0.1,49,True,0.0,0.1882860863462259,
1,4,8,3714,4096.0,409.6,0.1,50,True,0.0,0.18695170052394905,
1,4,9,3716,4096.0,409.6,0.1,51,True,0.0,0.18800530548521832,
1,4,10,3705,4096.0,409.6,0.1,52,True,0.0,0.18925582558912313,
1,4,11,3679,4096.0,409.6,0.1,53,True,0.0,0.18906554000118914,
1,4,12,3645,4096.0,409.6,0.1,54,True,0.15569310442358686,0.18559094917979246,
1,4,13,3662,4096.0,409.6,0.1,55,True,0.0,0.18852677033620602,
1,4,14,3669,4096.0,409.6,0.1,56,True,0.1569190343547633,0.1911441309816616,
1,4,15,3681,4096.0,409.6,0.1,57,True,0.0,0.19040050781432194,
1,4,16,3727,4096.0,409.6,0.1,58,True,0.0,0.18977578589656596,
1,4,17,3736,4096.0,409.6,0.1,59,True,0.0,0.1863714527734156,
1,4,18,3725,4096.0,409.6,0.1,60,True,0.0,0.19156146361653503,
1,4,19,3760,4096.0,409.6,0.1,61,True,0.15633691008717088,0.19090140543944611,
1,4,20,3785,4096.0,409.6,0.1,62,True,0.15877986630063323,0.1895299497821078,
1,4,21,3787,4096.0,409.6,0.1,63,True,0.0,0.18875249108811343,
1,4,22,3760,4096.0,409.6,0.1,64,True,0.15636190732288435,0.19224378431128586,
1,4,23,3778,4096.0,409.6,0.1,65,True,0.16073389944876137,0.18973463851995398,
1,4,24,3774,4096.0,409.6,0.1,66,True,0.0,0.18609558386737002,
1,4,25,3794,4096.0,409.6,0.1,67,True,0.15924781265263044,0.18516547460200372,
1,4,26,3765,4096.0,409.6,0.1,68,True,0.13472780799473905,0.1890865357760294,
1,4,27,3833,4096.0,409.6,0.1,69,True,0.14744672406980475,0.1905347024656291,
1,4,28,3837,4096.0,409.6,0.1,70,True,0.14145442143049602,0.19093068264708257,
1,4,29,3843,4096.0,409.6,0.1,71,True,0.1582970621254134,0.19081531061147639,
1,4,30,3809,4096.0,409.6,0.1,72,True,0.0,0.18622176214237662,
1,4,31,3801,4096.0,409.6,0.1,73,True,0.0,0.18686683266193804,
1,4,32,3837,4096.0,409.6,0.1,74,True,0.0,0.18866543015786097,
1,4,33,3862,4096.0,409.6,0.1,75,True,0.0,0.1903775049272911,
1,4,34,3797,4096.0,409.6,0.1,76,True,0.15811496970789585,0.18903442901189038,
1,4,35,3793,4096.0,409.6,0.1,77,True,0.15550405313576787,0.18709364816113516,
1,4,36,3754,4096.0,409.6,0.1,78,True,0.1557669394335801,0.1898997141299238,
1,4,37,3689,4096.0,409.6,0.1,79,True,0.0,0.18684246353047151,
1,4,38,3691,4096.0,409.6,0.1,80,True,0.0,0.18852044088906372,
1,4,39,3690,4096.0,409.6,0.1,81,True,0.1570853789071035,0.1868356274106916,
1,4,40,3673,4096.0,409.6,0.1,82,True,0.0,0.18761558351055296,
1,4,41,3615,4096.0,409.6,0.1,83,True,0.15265712585991176,0.1913059969125288,
1,4,42,3674,4096.0,409.6,0.1,84,True,0.0,0.18794423687576056,
1,4,43,3689,4096.0,409.6,0.1,85,True,0.1575066475903516,0.18898030409200617,
1,4,44,3681,4096.0,409.6,0.1,86,True,0.15600816465771405,0.18976432712892155,
1,4,45,3681,4096.0,409.6,0.1,87,True,0.0,0.1915622073229042,
1,4,46,3691,4096.0,409.6,0.1,88,True,0.16106949824346906,0.19049156886161522,
1,4,47,3719,4096.0,409.6,0.1,89,True,0.15359332327357222,0.18902320427725117,
1,4,48,3692,4096.0,409.6,0.1,90,True,0.1533776419421249,0.18792734369839736,
1,4,49,3689,4096.0,409.6,0.1,91,True,0.0,0.18904972099355277,
1,4,50,3703,4096.0,409.6,0.1,92,True,0.15684060667847488,0.19019584979161164,
1,4,51,3710,4096.0,409.6,0.1,93,True,0.0,0.1877855086402911,
1,4,52,3659,4096.0,409.6,0.1,94,True,0.15473648999719414,0.1889139481498049,
1,4,53,3678,4096.0,409.6,0.1,95,True,0.0,0.18983513154439824,
1,4,54,3680,4096.0,409.6,0.1,96,True,0.15373329627452237,0.1877472795933519,
1,4,55,3662,4096.0,409.6,0.1,97,True,0.15237434052839205,0.18857335932544272,
1,4,56,3666,4096.0,409.6,0.1,98,True,0.0,0.19005450424405113,
1,4,57,3677,4096.0,409.6,0.1,99,True,0.15428559285067855,0.18876542003412888,
1,4,58,3722,4096.0,409.6,0.1,100,True,0.0,0.1866164000597509,
1,4,59,3697,4096.0,409.6,0.1,101,True,0.0,0.18757052264748686,
1,4,60,3722,4096.0,409.6,0.1,102,True,0.1545446798230763,0.18958183669250128,
1,4,61,3710,4096.0,409.6,0.1,103,True,0.1584183732730211,0.19141550104401184,
1,4,62,3702,4096.0,409.6,0.1,104,True,0.15811504258907816,0.18847591830036337,
1,4,63,3697,4096.0,409.6,0.1,105,True,0.1540323770235693,0.1851693088575358,
1,4,64,3674,4096.0,409.6,0.1,106,True,0.15592278724051079,0.18745989169091015,
1,4,65,3643,4096.0,409.6,0.1,107,True,0.0,0.18925797627379404,
1,4,66,3633,4096.0,409.6,0.1,108,True,0.1524514635212343,0.19054699173665335,
1,4,67,3622,4096.0,409.6,0.1,109,True,0.15555555628624518,0.18988209774800546,
1,4,68,3605,4096.0,409.6,0.1,110,True,0.15535808108179483,0.19271451184271593,
1,4,69,3582,4096.0,409.6,0.1,111,True,0.0,0.19092487370434252,
1,4,70,3600,4096.0,409.6,0.1,112,True,0.0,0.19022031592747535,
1,4,71,3636,4096.0,409.6,0.1,113,True,0.0,0.18651848404331617,
1,4,72,3580,4096.0,409.6,0.1,114,True,0.0,0.1863758965501895,
1,4,73,3579,4096.0,409.6,0.1,115,True,0.1547190276015843,0.18880357032517003,
1,4,74,3636,4096.0,409.6,0.1,116,True,0.14229509112382766,0.18967898794807625,
1,4,75,3667,4096.0,409.6,0.1,117,True,0.0,0.19061889459712933,
1,4,76,3650,4096.0,409.6,0.1,118,True,0.0,0.1893356179736314,
1,4,77,3663,4096.0,409.6,0.1,119,True,0.0,0.18998824996198727,
1,4,78,3665,4096.0,409.6,0.1,120,True,0.15397558430254343,0.19105199648311622,
1,4,79,3643,4096.0,409.6,0.1,121,True,0.157591394188501,0.189090748275615,
