simulation,d,c,t,lambda,beta,n,entering_nodes,exiting_nodes,informed_nodes,uninformed_nodes,percentage_informed,t_flood,process_status,flood_status,initiator,
0,4,1.5,7,11468.8,0.7,16388,11597,11538,7,16381,0.000427141811081279,1,True,None,147734,
0,4,1.5,8,11468.8,0.7,16157,11214,11445,4,16153,0.0002475707123847249,2,True,None,147734,
0,4,1.5,9,11468.8,0.7,16234,11345,11268,6,16228,0.00036959467783663914,3,True,None,147734,
0,4,1.5,10,11468.8,0.7,16236,11478,11476,7,16229,0.00043114067504311407,4,True,None,147734,
0,4,1.5,11,11468.8,0.7,16176,11405,11465,31,16145,0.0019164193867457963,5,True,None,147734,
0,4,1.5,12,11468.8,0.7,16435,11549,11290,68,16367,0.004137511408579252,6,True,None,147734,
0,4,1.5,13,11468.8,0.7,16520,11580,11495,169,16351,0.01023002421307506,7,True,None,147734,
0,4,1.5,14,11468.8,0.7,16569,11575,11526,388,16181,0.023417224938137485,8,True,None,147734,
0,4,1.5,15,11468.8,0.7,16561,11492,11500,973,15588,0.058752490791618865,9,True,None,147734,
0,4,1.5,16,11468.8,0.7,16313,11458,11706,1911,14402,0.1171458346104334,10,True,None,147734,
0,4,1.5,17,11468.8,0.7,16225,11422,11510,3973,12252,0.24486902927580895,11,True,None,147734,
0,4,1.5,18,11468.8,0.7,16505,11656,11376,7132,9373,0.432111481369282,12,True,None,147734,
0,4,1.5,19,11468.8,0.7,16428,11412,11489,10880,5548,0.6622839055271488,13,True,None,147734,
0,4,1.5,20,11468.8,0.7,16501,11640,11567,14062,2439,0.8521907763165869,14,True,None,147734,
0,4,1.5,21,11468.8,0.7,16338,11471,11634,15375,963,0.9410576569959603,15,True,None,147734,
0,4,1.5,22,11468.8,0.7,16112,11231,11457,15590,522,0.9676017874875869,16,True,None,147734,
0,4,1.5,23,11468.8,0.7,16300,11411,11223,15830,470,0.9711656441717792,17,True,None,147734,
0,4,1.5,24,11468.8,0.7,16471,11593,11422,16026,445,0.9729828182866856,18,True,None,147734,
0,4,1.5,25,11468.8,0.7,16460,11507,11518,16002,458,0.9721749696233293,19,True,None,147734,
0,4,1.5,26,11468.8,0.7,16419,11476,11517,16015,404,0.97539436019246,20,True,None,147734,
0,4,1.5,27,11468.8,0.7,16201,11306,11524,15772,429,0.9735201530769706,21,True,None,147734,
0,4,1.5,28,11468.8,0.7,16482,11644,11363,16056,426,0.9741536221332363,22,True,None,147734,
0,4,1.5,29,11468.8,0.7,16569,11537,11450,16127,442,0.97332367674573,23,True,None,147734,
0,4,1.5,30,11468.8,0.7,16465,11426,11530,16053,412,0.9749772244154267,24,True,None,147734,
0,4,1.5,31,11468.8,0.7,16427,11474,11512,16035,392,0.9761368478724052,25,True,None,147734,
0,4,1.5,32,11468.8,0.7,16537,11605,11495,16111,426,0.974239583963234,26,True,None,147734,
0,4,1.5,33,11468.8,0.7,16416,11470,11591,16013,403,0.9754507797270955,27,True,None,147734,
0,4,1.5,34,11468.8,0.7,16244,11291,11463,15824,420,0.974144299433637,28,True,None,147734,
0,4,1.5,35,11468.8,0.7,16382,11564,11426,15926,456,0.9721645708704676,29,True,None,147734,
0,4,1.5,36,11468.8,0.7,16241,11384,11525,15744,497,0.969398436056893,30,True,None,147734,
0,4,1.5,37,11468.8,0.7,16252,11313,11302,15808,444,0.9726802855033226,31,True,None,147734,
0,4,1.5,38,11468.8,0.7,16175,11293,11370,15770,405,0.9749613601236476,32,True,None,147734,
0,4,1.5,39,11468.8,0.7,16188,11386,11373,15751,437,0.9730046948356808,33,True,None,147734,
0,4,1.5,40,11468.8,0.7,16411,11525,11302,15934,477,0.9709341295472549,34,True,None,147734,
0,4,1.5,41,11468.8,0.7,16523,11509,11397,16044,479,0.9710101071234037,35,True,None,147734,
0,4,1.5,42,11468.8,0.7,16450,11476,11549,16017,433,0.973677811550152,36,True,None,147734,
0,4,1.5,43,11468.8,0.7,16213,11430,11667,15760,453,0.9720594584592611,37,True,None,147734,
0,4,1.5,44,11468.8,0.7,16607,11656,11262,16138,469,0.9717588968507256,38,True,None,147734,
0,4,1.5,45,11468.8,0.7,16442,11509,11674,16020,422,0.9743340226249848,39,True,None,147734,
0,4,1.5,46,11468.8,0.7,16592,11569,11419,16144,448,0.9729990356798457,40,True,None,147734,
0,4,1.5,47,11468.8,0.7,16495,11542,11639,16034,461,0.9720521370112155,41,True,None,147734,
0,4,1.5,48,11468.8,0.7,16547,11538,11486,16117,430,0.974013416329244,42,True,None,147734,
0,4,1.5,49,11468.8,0.7,16364,11397,11580,15967,397,0.9757394280127109,43,True,None,147734,
0,4,1.5,50,11468.8,0.7,16380,11430,11414,15957,423,0.9741758241758242,44,True,None,147734,
0,4,1.5,51,11468.8,0.7,16478,11505,11407,16044,434,0.973661852166525,45,True,None,147734,
