simulation,d,c,p,spectralGapBefore,spectralGapAfter,t,
0,4,1.5,0.0,0.3402963990105421,0.3402963990105421,0,
0,4,1.5,0.0,0.34200919578887257,0.34200919578887257,1,
0,4,1.5,0.0,0.34054115551295616,0.34054115551295616,2,
0,4,1.5,0.0,0.33842660314738593,0.33842660314738593,3,
0,4,1.5,0.0,0.34010829690761424,0.34010829690761424,4,
0,4,1.5,0.0,0.3418329322839765,0.3418329322839765,5,
0,4,1.5,0.0,0.3399848100113857,0.3399848100113857,6,
0,4,1.5,0.0,0.3407893013846168,0.3407893013846168,7,
0,4,1.5,0.0,0.34085883718692034,0.34085883718692034,8,
0,4,1.5,0.0,0.34237989044054606,0.34237989044054606,9,
0,4,1.5,0.0,0.33958787745059504,0.33958787745059504,10,
0,4,1.5,0.0,0.34009417881596116,0.34009417881596116,11,
0,4,1.5,0.0,0.34003148653784987,0.34003148653784987,12,
0,4,1.5,0.0,0.341490737659617,0.341490737659617,13,
0,4,1.5,0.0,0.34101122997468836,0.34101122997468836,14,
0,4,1.5,0.0,0.3402892845910025,0.3402892845910025,15,
0,4,1.5,0.0,0.33951159667840636,0.33951159667840636,16,
0,4,1.5,0.0,0.3408061436138826,0.3408061436138826,17,
0,4,1.5,0.0,0.3392513640943897,0.3392513640943897,18,
0,4,1.5,0.0,0.3398047743492295,0.3398047743492295,19,
0,4,1.5,0.0,0.34089273537836573,0.34089273537836573,20,
0,4,1.5,0.0,0.338663861337256,0.338663861337256,21,
0,4,1.5,0.0,0.3392163690052896,0.3392163690052896,22,
0,4,1.5,0.0,0.3395279275213563,0.3395279275213563,23,
0,4,1.5,0.0,0.3422859681006759,0.3422859681006759,24,
0,4,1.5,0.0,0.3394800245907307,0.3394800245907307,25,
0,4,1.5,0.0,0.3398203758663656,0.3398203758663656,26,
0,4,1.5,0.0,0.34061716637487305,0.34061716637487305,27,
0,4,1.5,0.0,0.33766785856138093,0.33766785856138093,28,
0,4,1.5,0.0,0.3390599636977121,0.3390599636977121,29,
0,4,1.5,0.0,0.337999577473028,0.337999577473028,30,
0,4,1.5,0.0,0.3400652835101303,0.3400652835101303,31,
0,4,1.5,0.0,0.34063459064773216,0.34063459064773216,32,
0,4,1.5,0.0,0.34104145049079326,0.34104145049079326,33,
0,4,1.5,0.0,0.34069086607348786,0.34069086607348786,34,
0,4,1.5,0.0,0.3421575346794925,0.3421575346794925,35,
0,4,1.5,0.0,0.3399629414857053,0.3399629414857053,36,
0,4,1.5,0.0,0.3382242031100825,0.3382242031100825,37,
0,4,1.5,0.0,0.34115766899856126,0.34115766899856126,38,
0,4,1.5,0.0,0.3390143187827832,0.3390143187827832,39,
0,4,1.5,0.0,0.34086867382733155,0.34086867382733155,40,
0,4,1.5,0.0,0.3407299991984586,0.3407299991984586,41,
0,4,1.5,0.0,0.3388374048638837,0.3388374048638837,42,
0,4,1.5,0.0,0.34080602885189326,0.34080602885189326,43,
0,4,1.5,0.0,0.33981723947916587,0.33981723947916587,44,
0,4,1.5,0.0,0.33899592535608003,0.33899592535608003,45,
0,4,1.5,0.0,0.34092763696600237,0.34092763696600237,46,
0,4,1.5,0.0,0.3390651072727091,0.3390651072727091,47,
0,4,1.5,0.0,0.3401167248600482,0.3401167248600482,48,
0,4,1.5,0.0,0.34034965047724075,0.34034965047724075,49,
0,4,1.5,0.0,0.3411871410780666,0.3411871410780666,50,
0,4,1.5,0.0,0.3409914006374629,0.3409914006374629,51,
0,4,1.5,0.0,0.3388991029521047,0.3388991029521047,52,
0,4,1.5,0.0,0.3397728952690434,0.3397728952690434,53,
0,4,1.5,0.0,0.3409093833949691,0.3409093833949691,54,
0,4,1.5,0.0,0.34117657548969793,0.34117657548969793,55,
0,4,1.5,0.0,0.3396274798276402,0.3396274798276402,56,
0,4,1.5,0.0,0.3409887831741998,0.3409887831741998,57,
0,4,1.5,0.0,0.34178311353080226,0.34178311353080226,58,
0,4,1.5,0.0,0.3399510990918293,0.3399510990918293,59,
0,4,1.5,0.0,0.3417722729946996,0.3417722729946996,60,
0,4,1.5,0.0,0.34035247203294616,0.34035247203294616,61,
0,4,1.5,0.0,0.34157675014194777,0.34157675014194777,62,
0,4,1.5,0.0,0.3392013987586021,0.3392013987586021,63,
0,4,1.5,0.0,0.34120857237377855,0.34120857237377855,64,
0,4,1.5,0.0,0.3389689522181786,0.3389689522181786,65,
0,4,1.5,0.0,0.3390509799158463,0.3390509799158463,66,
0,4,1.5,0.0,0.337778045231355,0.337778045231355,67,
0,4,1.5,0.0,0.3385353812719296,0.3385353812719296,68,
0,4,1.5,0.0,0.34018413277023596,0.34018413277023596,69,
0,4,1.5,0.0,0.3410928196591311,0.3410928196591311,70,
0,4,1.5,0.0,0.33932430463194396,0.33932430463194396,71,
0,4,1.5,0.0,0.3400151940516738,0.3400151940516738,72,
0,4,1.5,0.0,0.34028487536257823,0.34028487536257823,73,
0,4,1.5,0.0,0.3391043868236897,0.3391043868236897,74,
0,4,1.5,0.0,0.3413427205507624,0.3413427205507624,75,
0,4,1.5,0.0,0.33886693550449776,0.33886693550449776,76,
0,4,1.5,0.0,0.33884606554336105,0.33884606554336105,77,
0,4,1.5,0.0,0.3428048984837154,0.3428048984837154,78,
0,4,1.5,0.0,0.33920084872554246,0.33920084872554246,79,
0,4,1.5,0.0,0.3424692925440236,0.3424692925440236,80,
0,4,1.5,0.0,0.34013040036667275,0.34013040036667275,81,
0,4,1.5,0.0,0.3403767105828228,0.3403767105828228,82,
0,4,1.5,0.0,0.3384790440216172,0.3384790440216172,83,
0,4,1.5,0.0,0.34160344204347415,0.34160344204347415,84,
