simulation,d,c,t,lambda,beta,n,entering_nodes,exiting_nodes,informed_nodes,uninformed_nodes,percentage_informed,t_flood,process_status,flood_status,initiator,
0,4,1.5,37,819.2,0.1,8195,852,800,7,8188,0.0008541793776693106,1,True,None,60275,
0,4,1.5,38,819.2,0.1,8172,805,828,27,8145,0.003303964757709251,2,True,None,60275,
0,4,1.5,39,819.2,0.1,8156,807,823,100,8056,0.012260912211868563,3,True,None,60275,
0,4,1.5,40,819.2,0.1,8187,852,821,388,7799,0.04739220715768902,4,True,None,60275,
0,4,1.5,41,819.2,0.1,8101,790,876,1368,6733,0.16886804098259475,5,True,None,60275,
0,4,1.5,42,819.2,0.1,8143,809,767,4152,3991,0.5098857914773425,6,True,None,60275,
0,4,1.5,43,819.2,0.1,8123,826,846,7594,529,0.9348762772374738,7,True,None,60275,
0,4,1.5,44,819.2,0.1,8123,797,797,8120,3,0.9996306783208174,8,True,None,60275,
0,4,1.5,45,819.2,0.1,8170,916,869,8170,0,1.0,9,True,None,60275,
0,4,1.5,46,819.2,0.1,8140,784,814,8140,0,1.0,10,True,None,60275,
0,4,1.5,47,819.2,0.1,8098,798,840,8098,0,1.0,11,True,None,60275,
0,4,1.5,48,819.2,0.1,8120,829,807,8120,0,1.0,12,True,None,60275,
0,4,1.5,49,819.2,0.1,8096,772,796,8096,0,1.0,13,True,None,60275,
0,4,1.5,50,819.2,0.1,8106,850,840,8106,0,1.0,14,True,None,60275,
0,4,1.5,51,819.2,0.1,8162,821,765,8162,0,1.0,15,True,None,60275,
0,4,1.5,52,819.2,0.1,8206,807,763,8206,0,1.0,16,True,None,60275,
0,4,1.5,53,819.2,0.1,8153,802,855,8153,0,1.0,17,True,None,60275,
0,4,1.5,54,819.2,0.1,8133,820,840,8133,0,1.0,18,True,None,60275,
0,4,1.5,55,819.2,0.1,8084,789,838,8084,0,1.0,19,True,None,60275,
0,4,1.5,56,819.2,0.1,8030,787,841,8030,0,1.0,20,True,None,60275,
0,4,1.5,57,819.2,0.1,7962,795,863,7962,0,1.0,21,True,None,60275,
0,4,1.5,58,819.2,0.1,7984,845,823,7984,0,1.0,22,True,None,60275,
0,4,1.5,59,819.2,0.1,8036,829,777,8036,0,1.0,23,True,None,60275,
0,4,1.5,60,819.2,0.1,7996,793,833,7996,0,1.0,24,True,None,60275,
0,4,1.5,61,819.2,0.1,8083,870,783,8083,0,1.0,25,True,None,60275,
0,4,1.5,62,819.2,0.1,8094,804,793,8094,0,1.0,26,True,None,60275,
0,4,1.5,63,819.2,0.1,8070,834,858,8070,0,1.0,27,True,None,60275,
0,4,1.5,64,819.2,0.1,8059,795,806,8059,0,1.0,28,True,None,60275,
0,4,1.5,65,819.2,0.1,8018,776,817,8018,0,1.0,29,True,None,60275,
0,4,1.5,66,819.2,0.1,8066,836,788,8066,0,1.0,30,True,None,60275,
0,4,1.5,67,819.2,0.1,8023,790,833,8023,0,1.0,31,True,None,60275,
0,4,1.5,68,819.2,0.1,8019,796,800,8019,0,1.0,32,True,None,60275,
0,4,1.5,69,819.2,0.1,8017,835,837,8017,0,1.0,33,True,None,60275,
0,4,1.5,70,819.2,0.1,7976,769,810,7976,0,1.0,34,True,None,60275,
0,4,1.5,71,819.2,0.1,8044,841,773,8044,0,1.0,35,True,None,60275,
0,4,1.5,72,819.2,0.1,8047,826,823,8047,0,1.0,36,True,None,60275,
0,4,1.5,73,819.2,0.1,8067,816,796,8067,0,1.0,37,True,None,60275,
0,4,1.5,74,819.2,0.1,8083,867,851,8083,0,1.0,38,True,None,60275,
0,4,1.5,75,819.2,0.1,8014,773,842,8014,0,1.0,39,True,None,60275,
0,4,1.5,76,819.2,0.1,8027,800,787,8027,0,1.0,40,True,None,60275,
0,4,1.5,77,819.2,0.1,8028,788,787,8028,0,1.0,41,True,None,60275,
0,4,1.5,78,819.2,0.1,8040,805,793,8040,0,1.0,42,True,None,60275,
0,4,1.5,79,819.2,0.1,8142,891,789,8142,0,1.0,43,True,None,60275,
0,4,1.5,80,819.2,0.1,8120,802,824,8120,0,1.0,44,True,None,60275,
0,4,1.5,81,819.2,0.1,8150,827,797,8150,0,1.0,45,True,None,60275,
0,4,1.5,82,819.2,0.1,8184,823,789,8184,0,1.0,46,True,None,60275,
0,4,1.5,83,819.2,0.1,8131,783,836,8131,0,1.0,47,True,None,60275,
0,4,1.5,84,819.2,0.1,8105,812,838,8105,0,1.0,48,True,None,60275,
0,4,1.5,85,819.2,0.1,8114,842,833,8114,0,1.0,49,True,None,60275,
0,4,1.5,86,819.2,0.1,8128,778,764,8128,0,1.0,50,True,None,60275,
0,4,1.5,87,819.2,0.1,8125,799,802,8125,0,1.0,51,True,None,60275,
0,4,1.5,88,819.2,0.1,8163,832,794,8163,0,1.0,52,True,None,60275,
0,4,1.5,89,819.2,0.1,8195,802,770,8195,0,1.0,53,True,None,60275,
0,4,1.5,90,819.2,0.1,8216,828,807,8216,0,1.0,54,True,None,60275,
0,4,1.5,91,819.2,0.1,8307,911,820,8307,0,1.0,55,True,None,60275,
0,4,1.5,92,819.2,0.1,8259,789,837,8259,0,1.0,56,True,None,60275,
0,4,1.5,93,819.2,0.1,8199,775,835,8199,0,1.0,57,True,None,60275,
0,4,1.5,94,819.2,0.1,8205,824,818,8205,0,1.0,58,True,None,60275,
